#Averaged int pulse and pulse max data for run 1204.
#Total number of pulse events is 4205952.
#Row  Column  pmtIntValue  pmtMaxValue  EvTotal
7  10  7206.82  -7.36074e+06  29208
7  11  5264.55  -7.62818e+06  29208
8  0  4053.3  -396180  29208
8  1  11135.4  -474348  29208
8  2  23746.4  -1.79704e+07  29208
8  3  4433.05  -7.6961e+06  29208
8  4  2836.44  -36.6403  29208
8  5  8622.48  -146.816  29208
8  6  512.033  -1.181e+08  29208
8  7  882.766  -1.0115e+08  29208
8  8  8650.46  -3.34007e+07  29208
8  9  5224.83  -4.45531e+07  29208
8  10  4897.53  -5.53795e+07  29208
8  11  6177.48  -4.16618e+07  29208
9  0  4313.47  -1.15212e+07  29208
9  1  20277.9  -4.34841e+06  29208
9  2  28659.5  -2.4945e+06  29208
9  3  21941.9  -82883.1  29208
9  4  4601.06  -16840.6  29208
9  5  4965.6  -19505.3  29208
9  6  2966.47  -2.91372e+06  29208
9  7  2443.68  -9.14971e+06  29208
9  8  5305.27  -9.48299e+06  29208
9  9  10914.2  -1.85893e+07  29208
9  10  6820.31  -2.16778e+06  29208
9  11  16858.9  -8.52311e+06  29208
10  0  1626.8  -63807.7  29208
10  1  6700.29  -52873.1  29208
10  2  14759.7  -91243.9  29208
10  3  21386.5  -5766.93  29208
10  4  4065.8  -28.021  29208
10  5  6081.88  -10619.4  29208
10  6  2183.61  -9.23612e+07  29208
10  7  2129.93  -5.52924e+07  29208
10  8  14747.5  -1.58578e+07  29208
10  9  8646.28  -1.22082e+07  29208
10  10  4392.17  -5.04056e+06  29208
10  11  9786.24  -5.29194e+06  29208
11  0  8129.89  -4.87404e+07  29208
11  1  2654.01  -267161  29208
11  2  5372.96  -132497  29208
11  3  4603.44  -339250  29208
11  4  5416.4  -3996.35  29208
11  5  5910.54  -4516.93  29208
11  6  696.937  -6.08042e+07  29208
11  7  1046.48  -5.83806e+07  29208
11  8  13305.4  -1.59439e+06  29208
11  9  11122.1  -2.32653e+06  29208
11  10  10197.1  -3.4332e+06  29208
11  11  5663.69  -1.61713e+06  29208
